,rt,response,axes,cogr,condition,subj_idx,angle
194,720.5050000010524,1,2.0,0.0,I2,0,20
195,2003.3900000017602,0,2.0,0.0,I2,0,20
196,935.0699999995996,0,1.0,1.0,C1,0,20
197,739.7500000006985,1,2.0,0.0,I2,0,20
198,893.6500000017695,0,1.0,1.0,C1,0,20
199,1172.2449999980165,1,1.0,1.0,C1,0,20
200,1128.840000001248,1,2.0,1.0,C2,0,20
201,1437.8950000028126,1,1.0,0.0,I1,0,20
202,828.8900000008289,1,2.0,1.0,C2,0,20
203,1059.8349999999627,1,1.0,1.0,C1,0,20
204,1517.240000000922,1,1.0,0.0,I1,0,20
205,1806.3450000009038,1,2.0,1.0,C2,0,20
206,1658.4150000019001,1,1.0,0.0,I1,0,20
207,1082.9499999999532,1,1.0,1.0,C1,0,20
208,770.4249999986496,1,1.0,0.0,I1,0,20
209,1081.7150000003166,1,2.0,1.0,C2,0,20
210,768.1999999985567,1,1.0,1.0,C1,0,20
211,1198.7299999999816,1,2.0,0.0,I2,0,20
212,1493.6699999999255,0,2.0,0.0,I2,0,20
213,1456.9300000004005,1,2.0,1.0,C2,0,20
214,1585.9749999979974,1,1.0,0.0,I1,0,20
215,1573.2649999991986,1,2.0,1.0,C2,0,20
216,775.7050000000745,1,2.0,1.0,C2,0,20
217,740.4349999995903,1,2.0,1.0,C2,0,20
218,1270.845000002766,1,2.0,0.0,I2,0,20
219,1209.555000001099,0,1.0,0.0,I1,0,20
220,1056.0899999982212,1,1.0,1.0,C1,0,20
221,819.8899999987334,1,1.0,1.0,C1,0,20
222,733.2999999998137,1,2.0,0.0,I2,0,20
223,741.4200000022537,1,2.0,1.0,C2,0,20
224,680.7350000017323,1,1.0,1.0,C1,0,20
225,691.5000000006985,0,2.0,0.0,I2,0,20
226,970.5549999999347,1,1.0,0.0,I1,0,20
227,607.3749999997673,1,2.0,1.0,C2,0,20
228,2380.6500000027013,0,1.0,1.0,C1,0,20
229,628.7450000019744,1,2.0,0.0,I2,0,20
230,1073.8400000010154,1,1.0,0.0,I1,0,20
231,1128.3800000019835,1,2.0,1.0,C2,0,20
232,1559.7250000026545,1,1.0,1.0,C1,0,20
233,1107.195000000298,1,2.0,0.0,I2,0,20
234,1426.8999999987427,0,2.0,1.0,C2,0,20
235,1605.0599999979604,1,1.0,0.0,I1,0,20
236,731.6449999997858,1,2.0,0.0,I2,0,20
237,1019.5899999998512,1,1.0,0.0,I1,0,20
238,1368.9799999992827,1,2.0,0.0,I2,0,20
239,1131.255000000354,1,1.0,0.0,I1,0,20
240,817.7350000005681,1,1.0,1.0,C1,0,20
241,1867.0249999994405,1,2.0,1.0,C2,0,20
242,858.8249999992549,1,1.0,1.0,C1,0,20
243,1522.3700000022072,0,1.0,1.0,C1,0,20
244,817.5300000002608,1,2.0,0.0,I2,0,20
245,686.6649999974761,1,2.0,1.0,C2,0,20
246,1746.599999998463,0,1.0,1.0,C1,0,20
247,1110.3199999998324,1,2.0,0.0,I2,0,20
248,904.5549999971408,1,1.0,0.0,I1,0,20
249,1509.0349999992175,1,1.0,0.0,I1,0,20
250,1211.2799999995625,1,1.0,0.0,I1,0,20
251,1927.6449999997856,1,2.0,1.0,C2,0,20
252,1793.2350000010335,0,1.0,1.0,C1,0,20
253,1186.8850000028033,1,2.0,0.0,I2,0,20
254,677.3450000002049,1,2.0,0.0,I2,0,20
255,1141.0400000021327,1,1.0,0.0,I1,0,20
256,1072.4050000025888,1,2.0,0.0,I2,0,20
257,726.3149999997113,1,1.0,1.0,C1,0,20
258,639.5750000011176,1,2.0,0.0,I2,0,20
259,795.3400000007823,1,1.0,1.0,C1,0,20
260,1102.7599999979138,1,2.0,1.0,C2,0,20
261,793.0300000007263,1,2.0,0.0,I2,0,20
262,650.7149999996183,1,1.0,1.0,C1,0,20
263,750.4850000003353,1,2.0,1.0,C2,0,20
264,821.8600000001022,1,1.0,1.0,C1,0,20
265,929.5600000005217,1,1.0,0.0,I1,0,20
266,648.8200000021607,1,2.0,0.0,I2,0,20
267,646.9550000003072,1,1.0,1.0,C1,0,20
268,889.7449999966193,1,2.0,1.0,C2,0,20
269,1087.4900000016203,0,2.0,0.0,I2,0,20
270,868.2149999986867,1,2.0,1.0,C2,0,20
271,988.3650000011548,1,1.0,0.0,I1,0,20
272,1206.744999999646,1,1.0,0.0,I1,0,20
273,1175.8649999974295,1,2.0,1.0,C2,0,20
274,2166.3800000022165,1,1.0,1.0,C1,0,20
275,1268.3350000006612,1,2.0,1.0,C2,0,20
276,1337.1499999992086,1,1.0,1.0,C1,0,20
277,2271.2549999996554,1,1.0,1.0,C1,0,20
278,2164.800000002375,1,1.0,1.0,C1,0,20
279,1481.3549999999814,1,1.0,1.0,C1,0,20
280,1373.8850000009406,1,2.0,1.0,C2,0,20
281,1002.2649999989662,0,1.0,1.0,C1,0,20
282,2991.0650000020396,0,2.0,0.0,I2,0,20
283,1618.829999999376,1,1.0,0.0,I1,0,20
284,1479.5149999991986,0,2.0,0.0,I2,0,20
285,1574.0600000026168,1,2.0,1.0,C2,0,20
286,1815.8050000017968,0,1.0,0.0,I1,0,20
287,1422.3249999994875,1,1.0,1.0,C1,0,20
288,1238.9099999999162,1,1.0,0.0,I1,0,20
289,2203.7049999998417,1,2.0,1.0,C2,0,20
290,2579.399999998743,1,1.0,0.0,I1,0,20
291,1127.079999998445,0,1.0,0.0,I1,0,20
292,1005.8349999999627,1,2.0,0.0,I2,0,20
293,844.5199999986216,1,2.0,1.0,C2,0,20
294,1007.564999999944,1,1.0,0.0,I1,0,20
295,849.1300000022165,1,1.0,1.0,C1,0,20
296,832.2249999984633,1,1.0,0.0,I1,0,20
297,963.6849999988916,1,1.0,1.0,C1,0,20
298,924.5349999982865,1,1.0,0.0,I1,0,20
299,807.5800000005403,1,1.0,0.0,I1,0,20
300,892.4250000016764,1,1.0,0.0,I1,0,20
301,754.4550000019373,1,2.0,1.0,C2,0,20
302,650.5649999999441,1,2.0,0.0,I2,0,20
303,1615.1900000004098,1,2.0,1.0,C2,0,20
304,2418.949999999255,1,2.0,0.0,I2,0,20
305,1578.215000001248,1,2.0,0.0,I2,0,20
306,1561.7950000015549,1,2.0,0.0,I2,0,20
307,1606.1399999998976,0,2.0,1.0,C2,0,20
308,1122.670000000624,1,1.0,1.0,C1,0,20
309,1585.0399999981744,1,2.0,1.0,C2,0,20
310,1071.875000001397,1,2.0,0.0,I2,0,20
311,1192.0049999970945,0,1.0,0.0,I1,0,20
312,901.9200000003913,1,1.0,0.0,I1,0,20
313,1448.5600000005215,0,2.0,0.0,I2,0,20
314,1138.8350000013595,1,2.0,0.0,I2,0,20
315,715.5949999976438,1,2.0,1.0,C2,0,20
316,2122.0849999990314,1,1.0,0.0,I1,0,20
317,1159.7600000023374,1,2.0,0.0,I2,0,20
318,1267.0550000001676,0,2.0,1.0,C2,0,20
319,1089.4899999985937,1,1.0,1.0,C1,0,20
320,1302.384999999078,0,2.0,0.0,I2,0,20
321,1587.6050000006799,1,1.0,1.0,C1,0,20
322,1251.3999999973455,1,2.0,1.0,C2,0,20
323,1441.039999997942,0,2.0,0.0,I2,0,20
324,840.9849999987055,1,1.0,1.0,C1,0,20
325,1079.0049999996554,0,1.0,0.0,I1,0,20
326,865.6499999999069,1,1.0,1.0,C1,0,20
327,1522.9900000013877,0,2.0,0.0,I2,0,20
328,1085.2650000015274,1,2.0,0.0,I2,0,20
329,777.0399999972432,1,1.0,0.0,I1,0,20
330,1204.9750000005588,1,1.0,0.0,I1,0,20
331,982.014999997802,1,1.0,0.0,I1,0,20
332,1006.099999998696,1,2.0,0.0,I2,0,20
333,775.904999998631,1,2.0,1.0,C2,0,20
334,952.8399999982213,1,1.0,0.0,I1,0,20
335,786.0900000014807,1,1.0,0.0,I1,0,20
336,1094.489999999525,0,2.0,0.0,I2,0,20
337,1309.0599999995902,1,1.0,0.0,I1,0,20
338,1006.4300000013318,0,2.0,0.0,I2,0,20
339,1451.2700000014154,1,2.0,0.0,I2,0,20
340,1205.1549999995625,0,2.0,1.0,C2,0,20
341,1756.9199999996927,1,2.0,1.0,C2,0,20
342,1184.0449999980628,0,2.0,0.0,I2,0,20
343,1224.0500000005122,1,1.0,1.0,C1,0,20
344,1086.1450000011828,0,1.0,0.0,I1,0,20
345,576.3850000002421,1,1.0,0.0,I1,0,20
346,1489.2949999994598,1,1.0,1.0,C1,0,20
347,1591.1999999990219,0,2.0,0.0,I2,0,20
348,1394.4899999988265,1,2.0,1.0,C2,0,20
349,1460.4700000018347,1,2.0,1.0,C2,0,20
350,2344.365000000689,1,2.0,1.0,C2,0,20
351,890.500000001397,1,2.0,0.0,I2,0,20
352,790.1250000030267,1,2.0,1.0,C2,0,20
353,1009.3799999994226,1,1.0,1.0,C1,0,20
354,1551.8950000004845,1,2.0,1.0,C2,0,20
355,656.9099999978207,1,1.0,1.0,C1,0,20
356,1054.4200000003912,1,1.0,0.0,I1,0,20
357,1775.3100000009872,1,1.0,0.0,I1,0,20
358,1831.855000000447,1,1.0,1.0,C1,0,20
359,1542.9049999983981,0,1.0,1.0,C1,0,20
360,1009.7800000004936,1,2.0,1.0,C2,0,20
361,1710.1299999994226,1,1.0,1.0,C1,0,20
362,1077.6450000011828,1,2.0,1.0,C2,0,20
363,1560.975000000326,0,2.0,1.0,C2,0,20
364,1090.8299999972805,1,1.0,0.0,I1,0,20
365,1872.3750000025607,1,1.0,0.0,I1,0,20
366,1528.725000000326,1,1.0,1.0,C1,0,20
367,1142.7699999986214,1,1.0,0.0,I1,0,20
368,1728.8349999980999,1,1.0,1.0,C1,0,20
369,1476.8650000004566,1,1.0,0.0,I1,0,20
370,2408.9400000011083,1,2.0,0.0,I2,0,20
371,2279.214999998454,1,2.0,1.0,C2,0,20
372,1946.8849999974482,1,1.0,1.0,C1,0,20
373,1799.2999999988824,0,2.0,1.0,C2,0,20
374,1637.4049999979325,0,2.0,0.0,I2,0,20
375,2518.909999998752,0,1.0,0.0,I1,0,20
376,1675.6749999984168,1,2.0,0.0,I2,0,20
377,1898.9900000011548,0,2.0,0.0,I2,0,20
378,1961.9700000002047,1,1.0,1.0,C1,0,20
379,2230.4650000003166,1,2.0,1.0,C2,0,20
380,1039.2950000022538,1,1.0,1.0,C1,0,20
381,1656.5150000024587,0,2.0,1.0,C2,0,20
382,1420.1900000008754,1,1.0,1.0,C1,0,20
383,1107.9000000027008,1,2.0,0.0,I2,0,20
384,983.7850001640618,1,1.0,1.0,C1,1,20
385,1109.815000090748,1,2.0,0.0,I2,1,20
386,2007.7699997927994,1,1.0,0.0,I1,1,20
387,1532.2249999735504,1,2.0,1.0,C2,1,20
388,1715.7000000588596,1,1.0,0.0,I1,1,20
389,1557.9349999316034,1,2.0,0.0,I2,1,20
390,1574.7050000354648,0,2.0,1.0,C2,1,20
391,971.7049999162557,0,1.0,0.0,I1,1,20
392,1009.3949998263272,0,2.0,0.0,I2,1,20
393,870.0149999931455,0,1.0,0.0,I1,1,20
394,797.9150000028312,1,1.0,1.0,C1,1,20
395,773.8750001881273,1,2.0,0.0,I2,1,20
396,1149.9149999581275,0,1.0,1.0,C1,1,20
397,1044.3799998611212,1,2.0,1.0,C2,1,20
398,1201.5849999152126,0,2.0,1.0,C2,1,20
399,1165.389999980107,1,1.0,1.0,C1,1,20
400,3355.3700000047693,0,2.0,0.0,I2,1,20
401,779.6399998478591,0,2.0,1.0,C2,1,20
402,1737.5149999279529,0,1.0,1.0,C1,1,20
403,1739.304999820888,0,1.0,0.0,I1,1,20
404,1375.1650000922382,1,2.0,0.0,I2,1,20
405,1191.0999999381602,0,2.0,1.0,C2,1,20
406,853.4850000869483,0,1.0,0.0,I1,1,20
407,1195.1150000095367,1,1.0,0.0,I1,1,20
408,1324.9850000720473,1,2.0,0.0,I2,1,20
409,679.594999877736,0,2.0,1.0,C2,1,20
410,1253.2699999865144,0,2.0,1.0,C2,1,20
411,1822.165000019595,0,2.0,0.0,I2,1,20
412,2370.064999908209,0,1.0,1.0,C1,1,20
413,1708.1199998501688,1,1.0,1.0,C1,1,20
414,1330.1249998621645,0,2.0,0.0,I2,1,20
415,1239.0300000552088,0,2.0,1.0,C2,1,20
416,1720.035000005737,1,1.0,1.0,C1,1,20
417,1050.4300000611693,0,1.0,1.0,C1,1,20
418,1802.0899998955426,1,1.0,0.0,I1,1,20
419,1840.3350000735368,0,1.0,1.0,C1,1,20
420,1360.6800001580268,0,1.0,0.0,I1,1,20
421,1249.4350001215935,1,2.0,0.0,I2,1,20
422,930.0999999977647,0,1.0,1.0,C1,1,20
423,1084.7000000067055,0,1.0,1.0,C1,1,20
424,1749.9750000424685,0,2.0,0.0,I2,1,20
425,1869.3300001323223,1,2.0,1.0,C2,1,20
426,1582.0899999234823,0,2.0,0.0,I2,1,20
427,1201.1649999767544,1,2.0,0.0,I2,1,20
428,1102.3550000973046,1,2.0,1.0,C2,1,20
429,778.7199998274448,1,1.0,1.0,C1,1,20
430,1751.7600001301614,1,2.0,1.0,C2,1,20
431,1380.2449998911468,1,1.0,0.0,I1,1,20
432,2414.809999987483,1,1.0,0.0,I1,1,20
433,1997.404999798164,1,2.0,1.0,C2,1,20
434,2010.750000132248,0,2.0,0.0,I2,1,20
435,1609.9950000643728,1,1.0,0.0,I1,1,20
436,2277.3850001394753,0,1.0,0.0,I1,1,20
437,2200.3399999812245,0,2.0,1.0,C2,1,20
438,710.1299997884779,1,1.0,1.0,C1,1,20
439,1888.0799999460571,1,2.0,1.0,C2,1,20
440,2014.4950000103565,1,1.0,0.0,I1,1,20
441,1601.9500000402331,0,1.0,1.0,C1,1,20
442,1792.4049999564886,0,1.0,1.0,C1,1,20
443,1073.1599999126047,0,1.0,0.0,I1,1,20
444,772.0999999437481,1,2.0,0.0,I2,1,20
445,769.7399999015033,0,2.0,1.0,C2,1,20
446,616.6900000534953,1,2.0,0.0,I2,1,20
447,584.5900001004337,1,1.0,0.0,I1,1,20
448,3847.844999982044,1,1.0,0.0,I1,1,20
449,1471.4900001417843,1,1.0,1.0,C1,1,20
450,1982.0000000763685,1,2.0,0.0,I2,1,20
451,1199.1900000721214,1,2.0,0.0,I2,1,20
452,1200.4050000105053,1,2.0,1.0,C2,1,20
453,1097.9200000874698,1,1.0,1.0,C1,1,20
454,936.1100001260637,1,1.0,0.0,I1,1,20
455,624.1200000513345,1,1.0,1.0,C1,1,20
456,2145.8149999380107,1,2.0,1.0,C2,1,20
457,1338.615000015125,1,1.0,0.0,I1,1,20
458,1763.2649999577552,1,2.0,1.0,C2,1,20
459,1167.6300000399347,1,1.0,0.0,I1,1,20
460,1127.684999955818,1,1.0,0.0,I1,1,20
461,1964.3250000663104,1,2.0,0.0,I2,1,20
462,799.0849998313935,1,1.0,1.0,C1,1,20
463,894.1699999850242,1,1.0,1.0,C1,1,20
464,1840.6400000676513,1,2.0,1.0,C2,1,20
465,575.3250000998377,1,1.0,1.0,C1,1,20
466,751.1950000189246,1,2.0,1.0,C2,1,20
467,891.4550000336021,1,1.0,1.0,C1,1,20
468,780.8149999473244,0,2.0,0.0,I2,1,20
469,1663.6449999641627,1,1.0,0.0,I1,1,20
470,1367.9849999025466,1,2.0,1.0,C2,1,20
471,628.4399998839946,1,1.0,1.0,C1,1,20
472,605.6900001130997,1,2.0,1.0,C2,1,20
473,831.4199999440461,1,1.0,1.0,C1,1,20
474,854.4499999843538,1,1.0,0.0,I1,1,20
475,546.8699999619275,1,2.0,0.0,I2,1,20
476,659.6800000406803,1,2.0,0.0,I2,1,20
477,1704.7250000759961,0,2.0,0.0,I2,1,20
478,1310.184999834746,1,1.0,0.0,I1,1,20
479,1425.820000004023,1,1.0,0.0,I1,1,20
480,2038.1350000388918,0,2.0,1.0,C2,1,20
481,2154.4449999928474,0,2.0,0.0,I2,1,20
482,2105.7599999476224,1,1.0,0.0,I1,1,20
483,1275.3199997823685,1,2.0,1.0,C2,1,20
484,2030.6150000542398,0,2.0,1.0,C2,1,20
485,2222.120000049472,1,2.0,0.0,I2,1,20
486,1952.0699998829514,1,2.0,1.0,C2,1,20
487,1390.6949998345224,1,1.0,0.0,I1,1,20
488,2860.690000001341,1,1.0,0.0,I1,1,20
489,2005.1450000610205,1,1.0,0.0,I1,1,20
490,2264.380000066012,1,2.0,1.0,C2,1,20
491,992.3849999904633,1,2.0,0.0,I2,1,20
492,1614.9850001093,1,2.0,0.0,I2,1,20
493,1040.2049999684095,1,1.0,1.0,C1,1,20
494,1933.7649999652053,1,2.0,1.0,C2,1,20
495,1580.5699999909848,0,2.0,0.0,I2,1,20
496,2527.795000001788,1,2.0,0.0,I2,1,20
497,1183.6399999447167,1,1.0,1.0,C1,1,20
498,1214.7950001526624,1,1.0,0.0,I1,1,20
499,1424.1549998987466,1,2.0,1.0,C2,1,20
500,1109.3099999707192,1,2.0,0.0,I2,1,20
501,1121.684999903664,1,2.0,0.0,I2,1,20
502,785.3249998297542,1,2.0,1.0,C2,1,20
503,1334.1099999379367,1,1.0,1.0,C1,1,20
