,rt,response,axes,cogr,condition,subj_idx,angle
10677,886.5950000472368,1,1.0,0.0,I1,27,20
10678,630.4099999833852,1,2.0,0.0,I2,27,20
10679,1507.634999928996,1,2.0,0.0,I2,27,20
10680,782.1500001009554,1,2.0,1.0,C2,27,20
10681,1031.6599998623133,1,2.0,1.0,C2,27,20
10682,1705.3700000979004,1,2.0,0.0,I2,27,20
10683,724.4900001678616,1,1.0,0.0,I1,27,20
10684,955.420000012964,1,1.0,1.0,C1,27,20
10685,924.0999999456108,1,1.0,0.0,I1,27,20
10686,916.3850001059473,1,1.0,1.0,C1,27,20
10687,687.8850001376123,1,2.0,0.0,I2,27,20
10688,1831.3049999997024,1,1.0,0.0,I1,27,20
10689,721.6949998401103,1,1.0,1.0,C1,27,20
10690,1785.685000009835,0,1.0,0.0,I1,27,20
10691,1041.704999981448,1,1.0,0.0,I1,27,20
10692,1913.3849998470398,1,2.0,1.0,C2,27,20
10693,939.2699999734759,0,1.0,0.0,I1,27,20
10694,1232.7900000382215,1,2.0,0.0,I2,27,20
10695,825.8050000295042,1,2.0,1.0,C2,27,20
10696,790.8149999566376,1,2.0,1.0,C2,27,20
10697,1098.384999902919,1,1.0,0.0,I1,27,20
10698,855.0549999345094,1,1.0,0.0,I1,27,20
10699,615.5799999833108,1,2.0,1.0,C2,27,20
10700,1663.0299999378622,1,1.0,1.0,C1,27,20
10701,875.1100001391023,1,2.0,0.0,I2,27,20
10702,696.0099998395889,0,2.0,0.0,I2,27,20
10703,888.6949999723582,0,1.0,0.0,I1,27,20
10704,1769.5150000508875,1,1.0,0.0,I1,27,20
10705,1033.799999859184,1,1.0,1.0,C1,27,20
10706,1408.76999986358,1,1.0,1.0,C1,27,20
10707,701.9250001758337,1,2.0,0.0,I2,27,20
10708,1294.9599998537449,1,2.0,1.0,C2,27,20
10709,1193.1799999438224,0,2.0,1.0,C2,27,20
10710,1327.7149999048559,0,2.0,1.0,C2,27,20
10711,789.9549999274312,1,2.0,1.0,C2,27,20
10712,856.9300000090152,1,1.0,1.0,C1,27,20
10713,1225.1200000755493,1,1.0,0.0,I1,27,20
10714,1279.1100000031292,1,1.0,1.0,C1,27,20
10715,791.2000000942497,1,1.0,1.0,C1,27,20
10716,752.4449999909848,1,2.0,0.0,I2,27,20
10717,851.8149999435991,1,1.0,1.0,C1,27,20
10718,766.0799999721347,1,1.0,1.0,C1,27,20
10719,1224.0649999585005,0,1.0,1.0,C1,27,20
10720,1118.5550000518558,1,1.0,0.0,I1,27,20
10721,972.7650000713768,1,1.0,0.0,I1,27,20
10722,768.7699999660254,1,2.0,1.0,C2,27,20
10723,699.8350000940262,0,2.0,0.0,I2,27,20
10724,823.4850000590086,1,2.0,0.0,I2,27,20
10725,832.6799999922514,1,2.0,0.0,I2,27,20
10726,1228.40499994345,0,2.0,0.0,I2,27,20
10727,712.4750001821667,1,2.0,1.0,C2,27,20
10728,1031.25,1,1.0,1.0,C1,27,20
10729,662.0200001634657,0,2.0,0.0,I2,27,20
10730,1256.9150000344964,1,2.0,0.0,I2,27,20
10731,823.1649999506772,1,1.0,1.0,C1,27,20
10732,971.4150000363588,1,1.0,1.0,C1,27,20
10733,1082.3199998121706,0,1.0,0.0,I1,27,20
10734,775.5199999082834,1,2.0,0.0,I2,27,20
10735,987.0899999514224,1,2.0,1.0,C2,27,20
10736,693.1900000199678,1,1.0,0.0,I1,27,20
10737,801.2049999088049,1,1.0,0.0,I1,27,20
10738,912.1400001458824,1,1.0,1.0,C1,27,20
10739,1212.1850000694396,1,1.0,0.0,I1,27,20
10740,692.9599998984486,1,2.0,1.0,C2,27,20
10741,818.1499999482187,1,1.0,1.0,C1,27,20
10742,807.2150000371039,1,2.0,0.0,I2,27,20
10743,602.7049999684095,0,2.0,0.0,I2,27,20
10744,1484.679999994114,0,2.0,1.0,C2,27,20
10745,758.559999987483,0,2.0,0.0,I2,27,20
10746,1089.5550001878294,0,2.0,1.0,C2,27,20
10747,865.8799999393523,1,2.0,1.0,C2,27,20
10748,743.0849999655037,1,2.0,0.0,I2,27,20
10749,972.7300000377,1,1.0,0.0,I1,27,20
10750,987.8049998078495,1,1.0,1.0,C1,27,20
10751,877.7650000993162,1,2.0,1.0,C2,27,20
10752,2380.0799999735323,1,1.0,0.0,I1,28,20
10753,2040.1649999548679,0,1.0,0.0,I1,28,20
10754,1106.7299999995157,1,1.0,1.0,C1,28,20
10755,1782.4350000009872,0,1.0,0.0,I1,28,20
10756,1765.415000030771,0,2.0,0.0,I2,28,20
10757,1122.4550000042657,1,1.0,1.0,C1,28,20
10758,1918.1049999897366,1,1.0,0.0,I1,28,20
10759,1284.525000024587,1,2.0,0.0,I2,28,20
10760,937.5,1,1.0,1.0,C1,28,20
10761,831.2250000308268,1,1.0,1.0,C1,28,20
10762,857.5399999972432,1,2.0,1.0,C2,28,20
10763,676.1350000160746,1,2.0,0.0,I2,28,20
10764,1164.3500000354836,1,2.0,1.0,C2,28,20
10765,1131.2500000349244,0,2.0,0.0,I2,28,20
10766,792.81000001356,1,2.0,0.0,I2,28,20
10767,972.8100000065754,1,2.0,1.0,C2,28,20
10768,627.5749999913387,1,1.0,0.0,I1,28,20
10769,858.5849999799393,1,2.0,0.0,I2,28,20
10770,724.4300000020302,1,2.0,0.0,I2,28,20
10771,2886.880000005476,0,1.0,0.0,I1,28,20
10772,594.8099999804981,1,1.0,1.0,C1,28,20
10773,916.9899999978952,1,1.0,1.0,C1,28,20
10774,2918.695000000298,1,2.0,0.0,I2,28,20
10775,700.2700000302866,1,1.0,0.0,I1,28,20
10776,969.9799999943933,1,2.0,1.0,C2,28,20
10777,1017.8249999880792,1,1.0,0.0,I1,28,20
10778,773.4100000234323,1,1.0,1.0,C1,28,20
10779,1336.2750000087544,0,2.0,1.0,C2,28,20
10780,603.4649999928663,1,2.0,0.0,I2,28,20
10781,563.6799999629147,1,1.0,1.0,C1,28,20
10782,877.1900000283495,1,1.0,0.0,I1,28,20
10783,1487.2650000033898,1,1.0,0.0,I1,28,20
10784,657.0649999775924,1,1.0,1.0,C1,28,20
10785,613.5200000135227,0,2.0,0.0,I2,28,20
10786,683.8549999520183,1,1.0,0.0,I1,28,20
10787,560.2699999581091,1,1.0,1.0,C1,28,20
10788,577.7699999744073,1,2.0,0.0,I2,28,20
10789,812.9549999721347,1,1.0,1.0,C1,28,20
10790,666.8100000242703,1,2.0,1.0,C2,28,20
10791,511.37500000186265,1,2.0,0.0,I2,28,20
10792,578.3449999871664,1,1.0,0.0,I1,28,20
10793,631.5999999642372,1,1.0,0.0,I1,28,20
10794,772.4300000118093,1,2.0,1.0,C2,28,20
10795,548.9200000301935,1,2.0,1.0,C2,28,20
10796,549.345000006724,1,2.0,1.0,C2,28,20
10797,901.9850000040608,1,1.0,0.0,I1,28,20
10798,535.4550000047311,1,2.0,1.0,C2,28,20
10799,733.2149999565445,1,1.0,1.0,C1,28,20
10800,508.31500004278496,0,2.0,0.0,I2,28,20
10801,780.2600000286475,1,2.0,1.0,C2,28,20
10802,496.869999973569,1,2.0,0.0,I2,28,20
10803,502.69999995362025,1,1.0,1.0,C1,28,20
10804,1937.3800000175838,1,1.0,0.0,I1,28,20
10805,644.9250000296161,1,1.0,1.0,C1,28,20
10806,591.3350000046194,1,2.0,1.0,C2,28,20
10807,633.1599999684839,1,2.0,0.0,I2,28,20
10808,753.0200000037439,1,2.0,1.0,C2,28,20
10809,536.0000000218862,1,2.0,1.0,C2,28,20
10810,520.539999997709,1,2.0,1.0,C2,28,20
10811,589.5550000132063,1,2.0,1.0,C2,28,20
10812,1304.3600000091828,0,2.0,0.0,I2,28,20
10813,544.5800000452437,1,1.0,1.0,C1,28,20
10814,590.9899999969639,1,1.0,0.0,I1,28,20
10815,587.8950000042096,1,1.0,1.0,C1,28,20
10816,1428.7550000008193,1,1.0,0.0,I1,28,20
10817,657.1399999666028,1,2.0,0.0,I2,28,20
10818,1453.4899999853226,0,1.0,0.0,I1,28,20
10819,797.4000000394881,1,1.0,1.0,C1,28,20
10820,555.129999993369,1,1.0,1.0,C1,28,20
10821,479.1149999946357,1,2.0,0.0,I2,28,20
10822,826.1799999745563,1,2.0,0.0,I2,28,20
10823,597.3649999941698,1,1.0,1.0,C1,28,20
10824,1171.9900000025518,1,2.0,0.0,I2,28,20
10825,576.2850000173785,1,1.0,1.0,C1,28,20
10826,1118.3900000178255,1,1.0,1.0,C1,28,20
10827,952.5600000051784,1,2.0,1.0,C2,28,20
10828,646.1750000016764,0,1.0,1.0,C1,28,20
10829,603.3949999837205,1,2.0,0.0,I2,28,20
10830,804.810000001453,0,2.0,0.0,I2,28,20
10831,574.1150000249037,1,2.0,0.0,I2,28,20
10832,605.8999999659136,1,1.0,0.0,I1,28,20
10833,552.1899999585003,1,1.0,0.0,I1,28,20
10834,544.5049999980256,1,2.0,1.0,C2,28,20
10835,961.455000040587,1,1.0,1.0,C1,28,20
10836,823.8700000219977,1,1.0,1.0,C1,28,20
10837,630.4649999947288,1,2.0,0.0,I2,28,20
10838,685.8699999866076,1,2.0,1.0,C2,28,20
10839,488.2150000194088,1,2.0,1.0,C2,28,20
10840,977.5599999702536,1,1.0,0.0,I1,28,20
10841,772.7250000461937,1,2.0,1.0,C2,28,20
10842,507.42499995976686,1,1.0,0.0,I1,28,20
10843,2431.5000000060536,1,1.0,0.0,I1,28,20
10844,1030.8249999652617,1,1.0,0.0,I1,28,20
10845,1127.2549999994224,1,2.0,1.0,C2,28,20
10846,505.24000002769753,1,1.0,0.0,I1,28,20
10847,785.1999999838881,1,2.0,1.0,C2,28,20
10848,543.7699999893084,1,2.0,0.0,I2,28,20
10849,554.5549999806099,1,2.0,1.0,C2,28,20
10850,652.2150000091643,1,1.0,0.0,I1,28,20
10851,495.8750000223517,1,2.0,0.0,I2,28,20
10852,451.8199999583885,0,2.0,0.0,I2,28,20
10853,578.1500000157394,1,2.0,1.0,C2,28,20
10854,522.690000012517,1,1.0,1.0,C1,28,20
10855,2703.385000000708,1,1.0,0.0,I1,28,20
10856,2553.325000044424,1,1.0,0.0,I1,28,20
10857,515.5449999729171,1,1.0,1.0,C1,28,20
10858,576.4649999910033,1,2.0,0.0,I2,28,20
10859,645.7700000028127,1,1.0,1.0,C1,28,20
10860,507.5199999846518,1,1.0,1.0,C1,28,20
10861,1015.045000007376,1,2.0,0.0,I2,28,20
10862,552.5800000177696,1,1.0,1.0,C1,28,20
10863,1656.0049999970945,1,2.0,0.0,I2,28,20
10864,2742.15499998536,0,2.0,1.0,C2,28,20
10865,583.4349999786355,1,2.0,1.0,C2,28,20
10866,1970.5049999756736,0,2.0,1.0,C2,28,20
10867,590.5950000160374,1,2.0,0.0,I2,28,20
10868,630.8199999621137,1,2.0,1.0,C2,28,20
10869,943.4550000005403,1,1.0,1.0,C1,28,20
10870,1605.5749999941327,1,2.0,1.0,C2,28,20
10871,924.9650000128895,1,1.0,0.0,I1,28,20
10872,666.0150000243448,1,1.0,0.0,I1,28,20
10873,583.3799999672921,1,1.0,1.0,C1,28,20
10874,863.7300000409598,1,2.0,1.0,C2,28,20
10875,519.0599999623373,1,1.0,1.0,C1,28,20
10876,488.6149999802002,1,1.0,0.0,I1,28,20
10877,546.9750000047496,0,2.0,0.0,I2,28,20
10878,553.6900000297464,1,2.0,1.0,C2,28,20
10879,841.2249999819322,0,1.0,0.0,I1,28,20
10880,1047.1350000007078,1,1.0,1.0,C1,28,20
10881,662.1600000071337,1,2.0,0.0,I2,28,20
10882,692.975000012666,1,2.0,0.0,I2,28,20
10883,637.4550000182353,1,1.0,1.0,C1,28,20
10884,834.9200000520798,0,2.0,0.0,I2,28,20
10885,600.6800000322983,1,1.0,1.0,C1,28,20
10886,712.8699999884703,1,2.0,1.0,C2,28,20
10887,1458.5999999544586,1,1.0,1.0,C1,28,20
10888,592.2549999668263,1,1.0,0.0,I1,28,20
10889,842.2099999734198,1,1.0,1.0,C1,28,20
10890,1061.9799999985844,1,1.0,0.0,I1,28,20
10891,619.4499999983236,1,1.0,0.0,I1,28,20
10892,1647.75499998359,1,2.0,0.0,I2,28,20
10893,593.605000001844,0,2.0,0.0,I2,28,20
10894,565.8149999799207,1,2.0,0.0,I2,28,20
10895,660.0399999879302,1,1.0,1.0,C1,28,20
10896,2089.7750000003725,1,1.0,0.0,I1,28,20
10897,704.7000000020489,1,1.0,1.0,C1,28,20
10898,617.9250000277534,1,1.0,1.0,C1,28,20
10899,1889.9949999758967,1,1.0,0.0,I1,28,20
10900,1465.9300000057556,1,1.0,0.0,I1,28,20
10901,641.4049999439158,1,1.0,1.0,C1,28,20
10902,1802.3399999947287,1,2.0,0.0,I2,28,20
10903,936.4049999858252,1,2.0,1.0,C2,28,20
10904,-1.0,0,2.0,1.0,C2,28,20
10905,1321.8500000075435,1,1.0,0.0,I1,28,20
10906,1619.745000032708,1,1.0,1.0,C1,28,20
10907,1417.2500000568107,1,2.0,1.0,C2,28,20
10908,767.4199999892153,1,1.0,1.0,C1,28,20
10909,1306.5950000309385,1,2.0,0.0,I2,28,20
10910,919.70999998739,1,1.0,0.0,I1,28,20
10911,846.5450000367128,1,1.0,1.0,C1,28,20
10912,1212.9449999774804,1,1.0,0.0,I1,28,20
10913,733.185000019148,1,2.0,1.0,C2,28,20
10914,584.8649999825284,1,1.0,0.0,I1,28,20
10915,562.7649999805726,1,2.0,0.0,I2,28,20
10916,748.6749999807216,1,2.0,1.0,C2,28,20
10917,1826.1599999968894,1,2.0,0.0,I2,28,20
10918,906.5750000299886,1,2.0,1.0,C2,28,20
10919,2595.774999994319,1,2.0,0.0,I2,28,20
10920,771.7549999943002,1,2.0,1.0,C2,28,20
10921,2404.8150000162423,1,2.0,1.0,C2,28,20
10922,645.5999999889173,1,1.0,1.0,C1,28,20
10923,677.4800000130199,1,1.0,1.0,C1,28,20
10924,1432.3850000509992,1,1.0,0.0,I1,28,20
10925,839.8049999959767,1,2.0,1.0,C2,28,20
10926,956.5999999758787,1,2.0,1.0,C2,28,20
10927,2882.57999997586,1,2.0,1.0,C2,28,20
10928,619.2300000111572,1,1.0,0.0,I1,28,20
10929,724.0899999742396,1,2.0,0.0,I2,28,20
10930,1066.4300000062212,1,2.0,1.0,C2,28,20
10931,806.345000048168,1,1.0,1.0,C1,28,20
10932,1924.8150000348687,1,1.0,0.0,I1,28,20
10933,782.1099999709987,1,1.0,1.0,C1,28,20
10934,802.9549999628216,1,2.0,1.0,C2,28,20
10935,2854.735000000801,0,2.0,0.0,I2,28,20
10936,1019.384999992326,0,2.0,0.0,I2,28,20
10937,1974.3049999815407,1,1.0,0.0,I1,28,20
10938,1569.7800000198183,0,1.0,0.0,I1,28,20
10939,531.0999999637716,1,2.0,0.0,I2,28,20
10940,3144.745000055991,0,2.0,0.0,I2,28,20
10941,1017.0550000038928,1,1.0,0.0,I1,28,20
10942,610.1599999819882,1,2.0,1.0,C2,28,20
10943,667.4049999564886,1,2.0,1.0,C2,28,20
10944,694.1600000136533,1,2.0,0.0,I2,28,20
10945,549.6250000433065,1,1.0,1.0,C1,28,20
10946,702.0650000195018,1,1.0,0.0,I1,28,20
10947,618.2149999658578,1,2.0,0.0,I2,28,20
10948,2309.034999983851,1,1.0,0.0,I1,28,20
10949,782.1450000046752,1,2.0,0.0,I2,28,20
10950,594.0000000409782,1,2.0,0.0,I2,28,20
10951,1079.5999999972992,1,2.0,1.0,C2,28,20
10952,1365.0849999976344,1,1.0,0.0,I1,28,20
10953,964.1100000008008,1,2.0,1.0,C2,28,20
10954,1026.6650000121442,1,1.0,0.0,I1,28,20
10955,1026.8299999879673,0,2.0,1.0,C2,28,20
10956,560.3449999471195,1,1.0,0.0,I1,28,20
10957,727.9699999489819,1,1.0,1.0,C1,28,20
10958,934.2649999889543,1,2.0,0.0,I2,28,20
10959,566.9600000255741,0,2.0,0.0,I2,28,20
10960,609.9600000306964,1,1.0,0.0,I1,28,20
10961,586.9950000196695,1,2.0,0.0,I2,28,20
10962,806.0999999870546,1,1.0,0.0,I1,28,20
10963,1169.930000032764,1,1.0,1.0,C1,28,20
10964,588.7499999953434,1,1.0,0.0,I1,28,20
10965,851.4899999718183,1,1.0,0.0,I1,28,20
10966,591.5200000163168,1,1.0,1.0,C1,28,20
10967,689.4949999987148,1,1.0,0.0,I1,28,20
10968,646.8949999543838,1,1.0,0.0,I1,28,20
10969,558.2150000263937,0,2.0,0.0,I2,28,20
10970,464.9449999560602,1,1.0,1.0,C1,28,20
10971,566.3649999769406,1,1.0,1.0,C1,28,20
10972,558.9400000171736,1,1.0,0.0,I1,28,20
10973,2220.3499999595806,1,2.0,1.0,C2,28,20
10974,538.5550000355579,1,1.0,1.0,C1,28,20
10975,1285.0500000058673,0,2.0,1.0,C2,28,20
10976,622.7700000163168,1,2.0,1.0,C2,28,20
10977,694.6599999791941,0,1.0,0.0,I1,28,20
10978,1052.4700000532905,0,1.0,0.0,I1,28,20
10979,1238.324999983888,0,1.0,1.0,C1,28,20
10980,758.6799999698998,0,2.0,0.0,I2,28,20
10981,1292.9149999981744,1,2.0,0.0,I2,28,20
10982,549.5999999693595,1,2.0,1.0,C2,28,20
10983,743.3099999907428,0,2.0,0.0,I2,28,20
10984,788.3449999499135,1,2.0,1.0,C2,28,20
10985,755.0400000181979,1,1.0,1.0,C1,28,20
10986,863.3849999750964,1,2.0,1.0,C2,28,20
10987,1325.3350000013595,1,2.0,1.0,C2,28,20
10988,1421.8199999886567,1,2.0,1.0,C2,28,20
10989,640.99000004353,1,2.0,0.0,I2,28,20
10990,1501.4950000331735,0,2.0,1.0,C2,28,20
10991,731.740000017453,1,2.0,1.0,C2,28,20
10992,1580.4050000151624,1,1.0,0.0,I1,28,20
10993,1361.7100000265054,1,1.0,1.0,C1,28,20
10994,696.4349999907428,1,1.0,1.0,C1,28,20
10995,975.4300000495276,1,2.0,0.0,I2,28,20
10996,959.8000000114553,1,2.0,1.0,C2,28,20
10997,720.0699999812059,1,1.0,0.0,I1,28,20
10998,598.9300000364892,1,2.0,0.0,I2,28,20
10999,696.5499999932945,1,2.0,0.0,I2,28,20
11000,681.0999999870546,1,2.0,1.0,C2,28,20
11001,585.9150000032969,1,1.0,1.0,C1,28,20
11002,683.6400000029244,1,1.0,1.0,C1,28,20
11003,531.8950000219047,1,1.0,1.0,C1,28,20
11004,1070.8749999757856,1,2.0,1.0,C2,28,20
11005,583.6949999793433,1,1.0,1.0,C1,28,20
11006,594.4599999929777,1,2.0,0.0,I2,28,20
11007,537.8550000023097,1,1.0,1.0,C1,28,20
11008,1316.6649999911897,1,1.0,0.0,I1,28,20
11009,729.1500000283122,1,2.0,1.0,C2,28,20
11010,1458.7399999727497,1,2.0,1.0,C2,28,20
11011,561.5099999704398,1,1.0,1.0,C1,28,20
11012,1362.5600000377744,1,1.0,0.0,I1,28,20
11013,620.4100000322796,1,1.0,1.0,C1,28,20
11014,723.9249999984168,1,1.0,1.0,C1,28,20
11015,1096.7899999814106,1,1.0,0.0,I1,28,20
11016,732.8749999869615,1,2.0,1.0,C2,28,20
11017,914.409999968484,1,1.0,1.0,C1,28,20
11018,639.0750000136902,1,2.0,0.0,I2,28,20
11019,537.4249999877065,1,1.0,0.0,I1,28,20
11020,956.7399999941699,1,2.0,1.0,C2,28,20
11021,554.1450000018814,1,1.0,1.0,C1,28,20
11022,897.2650000359862,1,2.0,0.0,I2,28,20
11023,2385.999999998603,1,2.0,0.0,I2,28,20
11024,1309.914999990724,1,1.0,0.0,I1,28,20
11025,658.579999988433,1,1.0,1.0,C1,28,20
11026,1091.1199999973178,1,2.0,1.0,C2,28,20
11027,507.00499996310094,1,2.0,0.0,I2,28,20
11028,1660.6000000028866,1,2.0,1.0,C2,28,20
11029,501.5949999797158,1,2.0,1.0,C2,28,20
11030,867.1000000322238,1,2.0,0.0,I2,28,20
11031,2236.674999992829,0,2.0,0.0,I2,28,20
11032,1026.3999999733642,1,1.0,0.0,I1,28,20
11033,665.6049999874085,1,2.0,1.0,C2,28,20
11034,801.8799999845212,1,1.0,0.0,I1,28,20
11035,575.3849999746308,1,1.0,1.0,C1,28,20
11036,458.31000001635397,1,1.0,1.0,C1,28,20
11037,530.9049999923445,1,1.0,1.0,C1,28,20
11038,720.6899999873713,1,2.0,0.0,I2,28,20
11039,833.4250000189058,1,1.0,0.0,I1,28,20
11040,658.7699999799953,1,2.0,0.0,I2,28,20
11041,796.4100000099278,1,2.0,1.0,C2,28,20
11042,892.7999999723398,1,1.0,1.0,C1,28,20
11043,697.1400000038558,1,2.0,1.0,C2,28,20
11044,736.2900000298396,0,2.0,0.0,I2,28,20
11045,629.8500000266357,1,1.0,0.0,I1,28,20
11046,1023.2299999915996,1,2.0,1.0,C2,28,20
11047,687.694999971427,1,1.0,1.0,C1,28,20
11048,547.7349999709986,1,1.0,0.0,I1,28,20
11049,931.8549999734387,1,1.0,0.0,I1,28,20
11050,1417.4050000146963,1,1.0,1.0,C1,28,20
11051,1535.8950000372715,1,2.0,1.0,C2,28,20
11052,1770.060000009835,1,2.0,1.0,C2,28,20
11053,920.0100000016392,1,1.0,0.0,I1,28,20
11054,1074.300000036601,1,1.0,0.0,I1,28,20
11055,522.7999999769963,1,2.0,0.0,I2,28,20
11056,2337.7099999925117,1,2.0,0.0,I2,28,20
11057,826.8950000056067,0,2.0,0.0,I2,28,20
11058,565.8149999799207,1,2.0,0.0,I2,28,20
11059,973.310000030324,1,2.0,1.0,C2,28,20
11060,676.2450000387616,1,1.0,1.0,C1,28,20
11061,604.1149999946356,1,2.0,1.0,C2,28,20
11062,518.8799999887124,1,1.0,1.0,C1,28,20
11063,628.8599999970756,1,1.0,1.0,C1,28,20
11064,497.0849999808706,0,2.0,0.0,I2,28,20
11065,653.5499999881722,1,2.0,0.0,I2,28,20
11066,1077.6449999539184,1,1.0,0.0,I1,28,20
11067,675.8000000263563,1,1.0,0.0,I1,28,20
11068,1125.3600000054576,1,2.0,0.0,I2,28,20
11069,850.2499999594875,1,1.0,1.0,C1,28,20
11070,648.2899999828078,1,1.0,0.0,I1,28,20
11071,624.4750000187196,1,2.0,1.0,C2,28,20
11072,966.8650000239724,1,2.0,1.0,C2,28,20
11073,556.2999999965541,1,2.0,1.0,C2,28,20
11074,1066.0349999670868,1,1.0,0.0,I1,28,20
11075,523.2199999736622,1,2.0,1.0,C2,28,20
11076,487.0750000118279,1,1.0,1.0,C1,28,20
11077,733.0250000231897,1,1.0,0.0,I1,28,20
11078,501.0099999490194,1,2.0,0.0,I2,28,20
11079,599.8000000254251,1,1.0,1.0,C1,28,20
11080,823.7749999971129,1,1.0,0.0,I1,28,20
11081,510.4449999635109,1,1.0,1.0,C1,28,20
11082,557.9849999630824,0,2.0,0.0,I2,28,20
11083,876.5399999683722,1,1.0,1.0,C1,28,20
11084,499.75999997695914,1,1.0,1.0,C1,28,20
11085,570.789999968838,0,2.0,0.0,I2,28,20
11086,807.0950000546871,1,2.0,0.0,I2,28,20
11087,993.1700000306591,1,2.0,1.0,C2,28,20
11088,1412.2199999983422,0,2.0,0.0,I2,28,20
11089,1134.6899999771267,1,1.0,1.0,C1,28,20
11090,636.4199999952689,1,1.0,0.0,I1,28,20
11091,1112.0100000407547,1,1.0,1.0,C1,28,20
11092,1150.6199999712408,1,2.0,1.0,C2,28,20
11093,931.734999991022,1,2.0,0.0,I2,28,20
11094,912.7149999840184,1,1.0,0.0,I1,28,20
11095,897.3100000293925,1,2.0,1.0,C2,28,20
11096,654.7949999803677,0,1.0,0.0,I1,28,20
11097,1228.0400000163354,0,1.0,0.0,I1,28,20
11098,1064.6950000082145,1,1.0,1.0,C1,28,20
11099,1381.809999991674,1,2.0,1.0,C2,28,20
11100,921.3699999963865,1,1.0,0.0,I1,28,20
11101,911.3349999533966,1,2.0,1.0,C2,28,20
11102,691.6749999509192,1,1.0,1.0,C1,28,20
11103,625.3499999875202,1,1.0,1.0,C1,28,20
11104,702.7250000392087,1,1.0,0.0,I1,28,20
11105,533.1500000320375,1,1.0,1.0,C1,28,20
11106,685.2799999760464,0,2.0,0.0,I2,28,20
11107,721.5500000165773,1,1.0,0.0,I1,28,20
11108,791.8150000041353,0,1.0,0.0,I1,28,20
11109,1603.7800000049176,0,1.0,0.0,I1,28,20
11110,861.8999999598599,1,2.0,1.0,C2,28,20
11111,646.5300000272691,0,2.0,0.0,I2,28,20
11112,1109.4150000135414,1,1.0,1.0,C1,28,20
11113,1164.8100000456907,1,1.0,0.0,I1,28,20
11114,1953.734999988228,0,2.0,1.0,C2,28,20
11115,641.0799999721348,1,2.0,0.0,I2,28,20
11116,603.3999999635853,0,2.0,0.0,I2,28,20
11117,621.4999999501742,1,2.0,0.0,I2,28,20
11118,1278.855000040494,0,1.0,0.0,I1,28,20
11119,755.2000000141562,0,2.0,1.0,C2,28,20
11120,580.0550000276418,1,2.0,1.0,C2,28,20
11121,608.7349999579601,1,1.0,1.0,C1,28,20
11122,568.8550000195391,1,2.0,0.0,I2,28,20
11123,623.3650000067428,1,2.0,1.0,C2,28,20
11124,646.3250000379047,1,1.0,1.0,C1,28,20
11125,928.3699999796228,1,2.0,1.0,C2,28,20
11126,663.2799999788405,1,2.0,1.0,C2,28,20
11127,1021.2300000130199,1,2.0,0.0,I2,28,20
11128,628.1850000377743,1,2.0,0.0,I2,28,20
11129,557.3599999770521,1,1.0,0.0,I1,28,20
11130,995.7350000040608,1,2.0,0.0,I2,28,20
11131,1780.7299999985846,0,2.0,0.0,I2,28,20
11132,1100.0650000059977,1,1.0,0.0,I1,28,20
11133,543.9650000189431,1,1.0,1.0,C1,28,20
11134,577.9600000241771,1,1.0,1.0,C1,28,20
11135,950.180000043474,0,2.0,1.0,C2,28,20
11136,1430.2650000008289,1,2.0,1.0,C2,29,20
11137,2328.9999999996508,0,1.0,0.0,I1,29,20
11138,1253.059999999008,1,1.0,1.0,C1,29,20
11139,1609.5399999994552,1,1.0,1.0,C1,29,20
11140,2187.3649999998747,1,2.0,0.0,I2,29,20
11141,1651.7650000004794,1,1.0,1.0,C1,29,20
11142,2111.8399999995017,0,2.0,0.0,I2,29,20
11143,1959.955000000308,1,1.0,0.0,I1,29,20
11144,2267.100000000908,1,2.0,1.0,C2,29,20
11145,2288.2850000004983,1,2.0,0.0,I2,29,20
11146,2162.614999999292,0,1.0,1.0,C1,29,20
11147,2677.859999999753,1,1.0,0.0,I1,29,20
11148,2137.3349999993807,1,1.0,0.0,I1,29,20
11149,1016.1399999996647,1,2.0,0.0,I2,29,20
11150,2261.379999999888,1,2.0,1.0,C2,29,20
11151,1244.0600000009872,1,1.0,0.0,I1,29,20
11152,1294.574999999837,0,2.0,0.0,I2,29,20
11153,2081.374999999767,1,1.0,0.0,I1,29,20
11154,2166.5400000001537,1,2.0,1.0,C2,29,20
11155,2405.2300000003306,0,1.0,1.0,C1,29,20
11156,2561.4699999986915,1,1.0,0.0,I1,29,20
11157,1511.1849999994738,1,1.0,0.0,I1,29,20
11158,1723.200000000419,1,2.0,0.0,I2,29,20
11159,2711.989999999758,1,2.0,0.0,I2,29,20
11160,2917.905000000261,1,1.0,0.0,I1,29,20
11161,3409.9999999997667,0,2.0,1.0,C2,29,20
11162,1471.4349999995902,1,2.0,1.0,C2,29,20
11163,1713.8950000008335,0,2.0,0.0,I2,29,20
11164,1816.7749999993246,1,2.0,1.0,C2,29,20
11165,806.2950000003913,1,1.0,1.0,C1,29,20
11166,2254.5500000014435,1,1.0,0.0,I1,29,20
11167,990.9900000002237,1,1.0,0.0,I1,29,20
11168,1455.6549999997947,0,2.0,0.0,I2,29,20
11169,826.0749999990221,1,2.0,0.0,I2,29,20
11170,2166.7600000001253,0,1.0,0.0,I1,29,20
11171,2590.3899999993155,0,1.0,1.0,C1,29,20
11172,886.5999999998602,1,2.0,1.0,C2,29,20
